"Jurisdiction","Precinct","Race","Candidate","Votes"
"Clark","1410 - HEN","Governor","None Of These Candidates","24"
"Clark","1410 - HEN","Governor","Sandoval, Brian","401"
"Clark","1410 - HEN","Governor","VanDerBeek, David Lory","7"
"Clark","1411 - HEN","Governor","Goodman, Robert ""Bob""","121"
"Clark","1411 - HEN","Governor","None Of These Candidates","5"
"Clark","1411 - HEN","Governor","Sandoval, Brian","381"
"Clark","1411 - HEN","Governor","VanDerBeek, David Lory","6"
"Clark","1509 - HEN","Governor","Goodman, Robert ""Bob""","109"
"Clark","1509 - HEN","Governor","None Of These Candidates","8"
"Clark","1509 - HEN","Governor","Sandoval, Brian","471"
"Clark","1509 - HEN","Governor","VanDerBeek, David Lory","9"
"Clark","1510 - HEN","Governor","Goodman, Robert ""Bob""","38"
"Clark","1510 - HEN","Governor","None Of These Candidates","8"
"Clark","1510 - HEN","Governor","Sandoval, Brian","460"
"Clark","1510 - HEN","Governor","VanDerBeek, David Lory","1"
"Clark","1511 - HEN","Governor","Goodman, Robert ""Bob""","91"
"Clark","1511 - HEN","Governor","None Of These Candidates","12"
"Clark","1511 - HEN","Governor","Sandoval, Brian","345"
"Clark","1511 - HEN","Governor","VanDerBeek, David Lory","9"
"Clark","1513 - HEN","Governor","Goodman, Robert ""Bob""","117"
"Clark","1513 - HEN","Governor","None Of These Candidates","15"
"Clark","1513 - HEN","Governor","Sandoval, Brian","623"
"Clark","1513 - HEN","Governor","VanDerBeek, David Lory","5"
"Clark","1514 - HEN","Governor","Goodman, Robert ""Bob""","106"
"Clark","1514 - HEN","Governor","None Of These Candidates","22"
"Clark","1514 - HEN","Governor","Sandoval, Brian","468"
"Clark","1514 - HEN","Governor","VanDerBeek, David Lory","10"
"Clark","1517 - HEN","Governor","Goodman, Robert ""Bob""","101"
"Clark","1517 - HEN","Governor","None Of These Candidates","8"
"Clark","1517 - HEN","Governor","Sandoval, Brian","419"
"Clark","1517 - HEN","Governor","VanDerBeek, David Lory","4"
"Clark","1518 - HEN","Governor","Goodman, Robert ""Bob""","117"
"Clark","1518 - HEN","Governor","None Of These Candidates","15"
"Clark","1518 - HEN","Governor","Sandoval, Brian","698"
"Clark","1518 - HEN","Governor","VanDerBeek, David Lory","9"
"Clark","1519 - HEN","Governor","Goodman, Robert ""Bob""","21"
"Clark","1519 - HEN","Governor","None Of These Candidates","13"
"Clark","1519 - HEN","Governor","Sandoval, Brian","263"
"Clark","1519 - HEN","Governor","VanDerBeek, David Lory","1"
"Clark","1520 - HEN","Governor","Goodman, Robert ""Bob""","86"
"Clark","1520 - HEN","Governor","None Of These Candidates","5"
"Clark","1520 - HEN","Governor","Sandoval, Brian","354"
"Clark","1520 - HEN","Governor","VanDerBeek, David Lory","8"
"Clark","1521 - HEN","Governor","Goodman, Robert ""Bob""","99"
"Clark","1521 - HEN","Governor","None Of These Candidates","17"
"Clark","1521 - HEN","Governor","Sandoval, Brian","593"
"Clark","1521 - HEN","Governor","VanDerBeek, David Lory","11"
"Clark","1525 - HEN","Governor","Goodman, Robert ""Bob""","157"
"Clark","1525 - HEN","Governor","None Of These Candidates","18"
"Clark","1525 - HEN","Governor","Sandoval, Brian","805"
"Clark","1525 - HEN","Governor","VanDerBeek, David Lory","3"
"Clark","1528 - HEN","Governor","Goodman, Robert ""Bob""","115"
"Clark","1528 - HEN","Governor","None Of These Candidates","11"
"Clark","1528 - HEN","Governor","Sandoval, Brian","457"
"Clark","1528 - HEN","Governor","VanDerBeek, David Lory","2"
"Clark","1533 - COUNTY","Governor","Goodman, Robert ""Bob""","*"
"Clark","1533 - COUNTY","Governor","None Of These Candidates","*"
"Clark","1533 - COUNTY","Governor","Sandoval, Brian","*"
"Clark","1533 - COUNTY","Governor","VanDerBeek, David Lory","*"
"Clark","1550 - HEN","Governor","Goodman, Robert ""Bob""","65"
"Clark","1550 - HEN","Governor","None Of These Candidates","8"
"Clark","1550 - HEN","Governor","Sandoval, Brian","304"
"Clark","1550 - HEN","Governor","VanDerBeek, David Lory","8"
"Clark","1552 - HEN","Governor","Goodman, Robert ""Bob""","59"
"Clark","1552 - HEN","Governor","None Of These Candidates","4"
"Clark","1552 - HEN","Governor","Sandoval, Brian","194"
"Clark","1552 - HEN","Governor","VanDerBeek, David Lory","2"
"Clark","1553 - HEN","Governor","Goodman, Robert ""Bob""","*"
"Clark","1553 - HEN","Governor","None Of These Candidates","*"
"Clark","1553 - HEN","Governor","Sandoval, Brian","*"
"Clark","1553 - HEN","Governor","VanDerBeek, David Lory","*"
"Clark","1601 - COUNTY","Governor","Goodman, Robert ""Bob""","121"
"Clark","1601 - COUNTY","Governor","None Of These Candidates","3"
"Clark","1601 - COUNTY","Governor","Sandoval, Brian","220"
"Clark","1601 - COUNTY","Governor","VanDerBeek, David Lory","11"
"Clark","1602 - COUNTY","Governor","Goodman, Robert ""Bob""","90"
"Clark","1602 - COUNTY","Governor","None Of These Candidates","9"
"Clark","1602 - COUNTY","Governor","Sandoval, Brian","149"
"Clark","1602 - COUNTY","Governor","VanDerBeek, David Lory","3"
"Clark","1603 - COUNTY","Governor","Goodman, Robert ""Bob""","74"
"Clark","1603 - COUNTY","Governor","None Of These Candidates","4"
"Clark","1603 - COUNTY","Governor","Sandoval, Brian","109"
"Clark","1603 - COUNTY","Governor","VanDerBeek, David Lory","8"
"Clark","1604 - COUNTY","Governor","Goodman, Robert ""Bob""","109"
"Clark","1604 - COUNTY","Governor","None Of These Candidates","6"
"Clark","1604 - COUNTY","Governor","Sandoval, Brian","230"
"Clark","1604 - COUNTY","Governor","VanDerBeek, David Lory","2"
"Clark","1605 - COUNTY","Governor","Goodman, Robert ""Bob""","97"
"Clark","1605 - COUNTY","Governor","None Of These Candidates","6"
"Clark","1605 - COUNTY","Governor","Sandoval, Brian","180"
"Clark","1605 - COUNTY","Governor","VanDerBeek, David Lory","4"
"Clark","1606 - HEN","Governor","Goodman, Robert ""Bob""","49"
"Clark","1606 - HEN","Governor","None Of These Candidates","2"
"Clark","1606 - HEN","Governor","Sandoval, Brian","159"
"Clark","1606 - HEN","Governor","VanDerBeek, David Lory","2"
"Clark","1607 - COUNTY","Governor","Goodman, Robert ""Bob""","*"
"Clark","1607 - COUNTY","Governor","None Of These Candidates","*"
"Clark","1607 - COUNTY","Governor","Sandoval, Brian","*"
"Clark","1607 - COUNTY","Governor","VanDerBeek, David Lory","*"
"Clark","1608 - HEN","Governor","Goodman, Robert ""Bob""","90"
"Clark","1608 - HEN","Governor","None Of These Candidates","19"
"Clark","1608 - HEN","Governor","Sandoval, Brian","424"
"Clark","1608 - HEN","Governor","VanDerBeek, David Lory","4"
"Clark","1609 - COUNTY","Governor","Goodman, Robert ""Bob""","96"
"Clark","1609 - COUNTY","Governor","None Of These Candidates","8"
"Clark","1609 - COUNTY","Governor","Sandoval, Brian","296"
"Clark","1609 - COUNTY","Governor","VanDerBeek, David Lory","7"
"Clark","1611 - COUNTY","Governor","Goodman, Robert ""Bob""","144"
"Clark","1611 - COUNTY","Governor","None Of These Candidates","8"
"Clark","1611 - COUNTY","Governor","Sandoval, Brian","189"
"Clark","1611 - COUNTY","Governor","VanDerBeek, David Lory","5"
"Clark","1612 - COUNTY","Governor","Goodman, Robert ""Bob""","147"
"Clark","1612 - COUNTY","Governor","None Of These Candidates","9"
"Clark","1612 - COUNTY","Governor","Sandoval, Brian","372"
"Clark","1612 - COUNTY","Governor","VanDerBeek, David Lory","14"
"Clark","1613 - COUNTY","Governor","Goodman, Robert ""Bob""","94"
"Clark","1613 - COUNTY","Governor","None Of These Candidates","11"
"Clark","1613 - COUNTY","Governor","Sandoval, Brian","142"
"Clark","1613 - COUNTY","Governor","VanDerBeek, David Lory","14"
"Clark","1614 - COUNTY","Governor","Goodman, Robert ""Bob""","98"
"Clark","1614 - COUNTY","Governor","None Of These Candidates","12"
"Clark","1614 - COUNTY","Governor","Sandoval, Brian","204"
"Clark","1614 - COUNTY","Governor","VanDerBeek, David Lory","7"
"Clark","1615 - COUNTY","Governor","Goodman, Robert ""Bob""","92"
"Clark","1615 - COUNTY","Governor","None Of These Candidates","15"
"Clark","1615 - COUNTY","Governor","Sandoval, Brian","196"
"Clark","1615 - COUNTY","Governor","VanDerBeek, David Lory","10"
"Clark","1616 - COUNTY","Governor","Goodman, Robert ""Bob""","65"
"Clark","1616 - COUNTY","Governor","None Of These Candidates","7"
"Clark","1616 - COUNTY","Governor","Sandoval, Brian","140"
"Clark","1616 - COUNTY","Governor","VanDerBeek, David Lory","8"
"Clark","1617 - COUNTY","Governor","Goodman, Robert ""Bob""","108"
"Clark","1617 - COUNTY","Governor","None Of These Candidates","11"
"Clark","1617 - COUNTY","Governor","Sandoval, Brian","148"
"Clark","1617 - COUNTY","Governor","VanDerBeek, David Lory","14"
"Clark","1618 - COUNTY","Governor","Goodman, Robert ""Bob""","92"
"Clark","1618 - COUNTY","Governor","None Of These Candidates","7"
"Clark","1618 - COUNTY","Governor","Sandoval, Brian","200"
"Clark","1618 - COUNTY","Governor","VanDerBeek, David Lory","5"
"Clark","1619 - COUNTY","Governor","Goodman, Robert ""Bob""","153"
"Clark","1619 - COUNTY","Governor","None Of These Candidates","5"
"Clark","1619 - COUNTY","Governor","Sandoval, Brian","361"
"Clark","1619 - COUNTY","Governor","VanDerBeek, David Lory","15"
"Clark","1621 - COUNTY","Governor","Goodman, Robert ""Bob""","92"
"Clark","1621 - COUNTY","Governor","None Of These Candidates","14"
"Clark","1621 - COUNTY","Governor","Sandoval, Brian","225"
"Clark","1621 - COUNTY","Governor","VanDerBeek, David Lory","10"
"Clark","1623 - COUNTY","Governor","Goodman, Robert ""Bob""","54"
"Clark","1623 - COUNTY","Governor","None Of These Candidates","5"
"Clark","1623 - COUNTY","Governor","Sandoval, Brian","82"
"Clark","1623 - COUNTY","Governor","VanDerBeek, David Lory","3"
"Clark","1624 - COUNTY","Governor","Goodman, Robert ""Bob""","55"
"Clark","1624 - COUNTY","Governor","None Of These Candidates","4"
"Clark","1624 - COUNTY","Governor","Sandoval, Brian","152"
"Clark","1624 - COUNTY","Governor","VanDerBeek, David Lory","3"
"Clark","1625 - COUNTY","Governor","Goodman, Robert ""Bob""","107"
"Clark","1625 - COUNTY","Governor","None Of These Candidates","9"
"Clark","1625 - COUNTY","Governor","Sandoval, Brian","183"
"Clark","1625 - COUNTY","Governor","VanDerBeek, David Lory","7"
"Clark","1631 - COUNTY","Governor","Goodman, Robert ""Bob""","149"
"Clark","1631 - COUNTY","Governor","None Of These Candidates","8"
"Clark","1631 - COUNTY","Governor","Sandoval, Brian","239"
"Clark","1631 - COUNTY","Governor","VanDerBeek, David Lory","16"
"Clark","1632 - COUNTY","Governor","Goodman, Robert ""Bob""","78"
"Clark","1632 - COUNTY","Governor","None Of These Candidates","10"
"Clark","1632 - COUNTY","Governor","Sandoval, Brian","123"
"Clark","1632 - COUNTY","Governor","VanDerBeek, David Lory","4"
"Clark","1633 - COUNTY","Governor","Goodman, Robert ""Bob""","169"
"Clark","1633 - COUNTY","Governor","None Of These Candidates","12"
"Clark","1633 - COUNTY","Governor","Sandoval, Brian","190"
"Clark","1633 - COUNTY","Governor","VanDerBeek, David Lory","8"
"Clark","1634 - COUNTY","Governor","Goodman, Robert ""Bob""","94"
"Clark","1634 - COUNTY","Governor","None Of These Candidates","11"
"Clark","1634 - COUNTY","Governor","Sandoval, Brian","124"
"Clark","1634 - COUNTY","Governor","VanDerBeek, David Lory","1"
"Clark","1635 - COUNTY","Governor","Goodman, Robert ""Bob""","58"
"Clark","1635 - COUNTY","Governor","None Of These Candidates","5"
"Clark","1635 - COUNTY","Governor","Sandoval, Brian","65"
"Clark","1635 - COUNTY","Governor","VanDerBeek, David Lory","4"
"Clark","1641 - COUNTY","Governor","Goodman, Robert ""Bob""","95"
"Clark","1641 - COUNTY","Governor","None Of These Candidates","9"
"Clark","1641 - COUNTY","Governor","Sandoval, Brian","183"
"Clark","1641 - COUNTY","Governor","VanDerBeek, David Lory","9"
"Clark","1642 - COUNTY","Governor","Goodman, Robert ""Bob""","65"
"Clark","1642 - COUNTY","Governor","None Of These Candidates","3"
"Clark","1642 - COUNTY","Governor","Sandoval, Brian","48"
"Clark","1642 - COUNTY","Governor","VanDerBeek, David Lory","5"
"Clark","1643 - COUNTY","Governor","Goodman, Robert ""Bob""","19"
"Clark","1643 - COUNTY","Governor","None Of These Candidates","2"
"Clark","1643 - COUNTY","Governor","Sandoval, Brian","88"
"Clark","1643 - COUNTY","Governor","VanDerBeek, David Lory","2"
"Clark","1644 - COUNTY","Governor","Goodman, Robert ""Bob""","*"
"Clark","1644 - COUNTY","Governor","None Of These Candidates","*"
"Clark","1644 - COUNTY","Governor","Sandoval, Brian","*"
"Clark","1644 - COUNTY","Governor","VanDerBeek, David Lory","*"
"Clark","1645 - COUNTY","Governor","Goodman, Robert ""Bob""","15"
"Clark","1645 - COUNTY","Governor","None Of These Candidates","1"
"Clark","1645 - COUNTY","Governor","Sandoval, Brian","29"
"Clark","1645 - COUNTY","Governor","VanDerBeek, David Lory","1"
"Clark","1651 - COUNTY","Governor","Goodman, Robert ""Bob""","31"
"Clark","1651 - COUNTY","Governor","None Of These Candidates","7"
"Clark","1651 - COUNTY","Governor","Sandoval, Brian","223"
"Clark","1651 - COUNTY","Governor","VanDerBeek, David Lory","3"
"Clark","1652 - COUNTY","Governor","Goodman, Robert ""Bob""","170"
"Clark","1652 - COUNTY","Governor","None Of These Candidates","9"
"Clark","1652 - COUNTY","Governor","Sandoval, Brian","258"
"Clark","1652 - COUNTY","Governor","VanDerBeek, David Lory","12"
"Clark","1653 - COUNTY","Governor","Goodman, Robert ""Bob""","154"
"Clark","1653 - COUNTY","Governor","None Of These Candidates","13"
"Clark","1653 - COUNTY","Governor","Sandoval, Brian","189"
"Clark","1653 - COUNTY","Governor","VanDerBeek, David Lory","9"
"Clark","1655 - COUNTY","Governor","Goodman, Robert ""Bob""","109"
"Clark","1655 - COUNTY","Governor","None Of These Candidates","8"
"Clark","1655 - COUNTY","Governor","Sandoval, Brian","164"
"Clark","1655 - COUNTY","Governor","VanDerBeek, David Lory","6"
"Clark","1661 - COUNTY","Governor","Goodman, Robert ""Bob""","143"
"Clark","1661 - COUNTY","Governor","None Of These Candidates","6"
"Clark","1661 - COUNTY","Governor","Sandoval, Brian","176"
"Clark","1661 - COUNTY","Governor","VanDerBeek, David Lory","13"
"Clark","1662 - COUNTY","Governor","Goodman, Robert ""Bob""","123"
"Clark","1662 - COUNTY","Governor","None Of These Candidates","12"
"Clark","1662 - COUNTY","Governor","Sandoval, Brian","215"
"Clark","1662 - COUNTY","Governor","VanDerBeek, David Lory","10"
"Clark","1664 - COUNTY","Governor","Goodman, Robert ""Bob""","87"
"Clark","1664 - COUNTY","Governor","None Of These Candidates","14"
"Clark","1664 - COUNTY","Governor","Sandoval, Brian","275"
"Clark","1664 - COUNTY","Governor","VanDerBeek, David Lory","10"
"Clark","1665 - COUNTY","Governor","Goodman, Robert ""Bob""","*"
"Clark","1665 - COUNTY","Governor","None Of These Candidates","*"
"Clark","1665 - COUNTY","Governor","Sandoval, Brian","*"
"Clark","1665 - COUNTY","Governor","VanDerBeek, David Lory","*"
"Clark","1668 - COUNTY","Governor","Goodman, Robert ""Bob""","146"
"Clark","1668 - COUNTY","Governor","None Of These Candidates","6"
"Clark","1668 - COUNTY","Governor","Sandoval, Brian","488"
"Clark","1668 - COUNTY","Governor","VanDerBeek, David Lory","14"
"Clark","1669 - COUNTY","Governor","Goodman, Robert ""Bob""","64"
"Clark","1669 - COUNTY","Governor","None Of These Candidates","2"
"Clark","1669 - COUNTY","Governor","Sandoval, Brian","173"
"Clark","1669 - COUNTY","Governor","VanDerBeek, David Lory","2"
"Clark","1670 - COUNTY","Governor","Goodman, Robert ""Bob""","106"
"Clark","1670 - COUNTY","Governor","None Of These Candidates","13"
"Clark","1670 - COUNTY","Governor","Sandoval, Brian","218"
"Clark","1670 - COUNTY","Governor","VanDerBeek, David Lory","5"
"Clark","1671 - COUNTY","Governor","Goodman, Robert ""Bob""","0"
"Clark","1671 - COUNTY","Governor","None Of These Candidates","0"
"Clark","1671 - COUNTY","Governor","Sandoval, Brian","16"
"Clark","1671 - COUNTY","Governor","VanDerBeek, David Lory","0"
"Clark","1672 - HEN","Governor","Goodman, Robert ""Bob""","101"
"Clark","1672 - HEN","Governor","None Of These Candidates","5"
"Clark","1672 - HEN","Governor","Sandoval, Brian","172"
"Clark","1672 - HEN","Governor","VanDerBeek, David Lory","4"
"Clark","1673 - HEN","Governor","Goodman, Robert ""Bob""","*"
"Clark","1673 - HEN","Governor","None Of These Candidates","*"
"Clark","1673 - HEN","Governor","Sandoval, Brian","*"
"Clark","1673 - HEN","Governor","VanDerBeek, David Lory","*"
"Clark","1674 - HEN","Governor","Goodman, Robert ""Bob""","107"
"Clark","1674 - HEN","Governor","None Of These Candidates","15"
"Clark","1674 - HEN","Governor","Sandoval, Brian","476"
"Clark","1674 - HEN","Governor","VanDerBeek, David Lory","5"
"Clark","1675 - HEN","Governor","Goodman, Robert ""Bob""","86"
"Clark","1675 - HEN","Governor","None Of These Candidates","15"
"Clark","1675 - HEN","Governor","Sandoval, Brian","360"
"Clark","1675 - HEN","Governor","VanDerBeek, David Lory","3"
"Clark","1676 - COUNTY","Governor","Goodman, Robert ""Bob""","59"
"Clark","1676 - COUNTY","Governor","None Of These Candidates","11"
"Clark","1676 - COUNTY","Governor","Sandoval, Brian","200"
"Clark","1676 - COUNTY","Governor","VanDerBeek, David Lory","9"
"Clark","1677 - COUNTY","Governor","Goodman, Robert ""Bob""","128"
"Clark","1677 - COUNTY","Governor","None Of These Candidates","15"
"Clark","1677 - COUNTY","Governor","Sandoval, Brian","251"
"Clark","1677 - COUNTY","Governor","VanDerBeek, David Lory","9"
"Clark","1678 - COUNTY","Governor","Goodman, Robert ""Bob""","104"
"Clark","1678 - COUNTY","Governor","None Of These Candidates","17"
"Clark","1678 - COUNTY","Governor","Sandoval, Brian","367"
